words	labels	sentence_id
Chorisia	O	14
speciosa	O	14
Chrysalidocarpus	O	14
lucubensis	O	14
Chrysalidocarpus	B	14
lutescens	I	14
Cinnamomum	O	14
camphora	O	14
Cinnamomum	O	14
parthenoxylon	O	14
Citharexylum	O	14
spinosum	O	14
Citrofortunella	O	14
mitis	O	14
Citrus	B	14
aurantifolia	I	14
Citrus	B	14
aurantium	I	14
Citrus	B	14
limon	I	14
Citrus	O	14
maxima	O	14
Citrus	B	14
medica	I	14
Citrus	B	14
reticulata	I	14
Citrus	B	14
sinensis	I	14
Citrus	O	14
x	O	14
paradisi	O	14
Cleyera	O	14
japonica	O	14
Clusia	O	14
major	O	14
Coccoloba	B	14
uvifera	I	14
Coccothrinax	O	14
argentea	O	14
Cocculus	B	14
laurifolius	I	14
Cocos	B	14
nucifera	I	14
Copernicia	O	14
macroglossa	O	14
Cordia	O	14
myxa	O	14
Cordia	O	14
sebestena	O	14
Cornus	O	14
capitata	O	14
Cornus	O	14
florida	O	14
Cornus	O	14
mas	O	14
Corylus	B	14
avellana	I	14
Corylus	O	14
maxima	O	14
Corynocarpus	O	14
laevigata	O	14
Corypha	O	14
taliera	O	14
Corypha	O	14
umbraculifera	O	14
Cotinus	O	14
coggygria	O	14
Crataegus	O	14
azarolus	O	14
Crataegus	O	14
calpodendron	O	14
Crataegus	O	14
mollis	O	14
Crataegus	B	14
monogyna	I	14
Crescentia	B	14
cujete	I	14
Cryptomeria	O	14
japonica	O	14
Cunninghamia	O	14
lanceolata	O	14
Cupressocyparis	O	14
leylandii	O	14
Cupressus	O	14
arizonica	O	14
Cupressus	O	14
funebris	O	14
Cupressus	O	14
macrocarpa	O	14
Cupressus	B	14
sempervirens	I	14
Cussonia	O	14
paniculata	O	14
Cydonia	O	14
oblonga	O	14
Cyphomandra	B	14
betacea	I	14
Delonix	O	14
regia	O	14
Diospyros	O	14
kaki	O	14
Diospyros	O	14
virginiana	O	14
Dizygotheca	B	14
elegantissima	I	14
Dombeya	O	14
x	O	14
cayeuxii	O	14
Dovyalis	O	14
caffra	O	14
Dracaena	B	14
draco	I	14
Drimys	O	14
winteri	O	14
Duabanga	O	14
sonneratioides	O	14
Ehretia	O	14
dicksonii	O	14
Elaeagnus	O	14
angustifolia	O	14
Elaeis	B	14
guineensis	I	14
Enterolobium	O	14
contortisiliquum	O	14
Eremocitrus	O	14
glauca	O	14
Eriobotrya	B	14
japonica	I	14
Erythrina	O	14
x	O	14
bidwillii	O	14
Erythrina	O	14
caffra	O	14
Erythrina	O	14
crista-galli	O	14
Erythrina	O	14
herbacea	O	14
Erythrina	O	14
humeana	O	14
Erythrina	O	14
rubrinervia	O	14
Erythrina	O	14
speciosa	O	14
Erythrina	O	14
variegata	O	14
Eucalyptus	B	14
camaldulensis	I	14
Eucalyptus	O	14
cinerea	O	14
Eucalyptus	O	14
cladocalyx	O	14
Eucalyptus	O	14
erythrocorys	O	14
Eucalyptus	O	14
ficifolia	O	14
Eucalyptus	B	14
globulus	I	14
Eucalyptus	O	14
gomphocephala	O	14
Eucalyptus	O	14
occidentalis	O	14
Eucalyptus	O	14
salmonophloia	O	14
Eucalyptus	O	14
sideroxylon	O	14
Eucalyptus	O	14
torquata	O	14
Eucalyptus	O	14
viminalis	O	14
Eucommia	O	14
ulmoides	O	14
Eugenia	B	14
uniflora	I	14
Euphorbia	B	14
tirucalli	I	14
Euterpe	O	14
oleracea	O	14
Fagus	O	14
sylvatica	O	14
Feijoa	O	14
sellowiana	O	14
Ficus	O	14
afzelii	O	14
Ficus	O	14
altissima	O	14
Ficus	O	14
aspera	O	14
Ficus	O	14
auriculata	O	14
Ficus	O	14
baileyana	O	14
Ficus	O	14
benghalensis	O	14
Ficus	B	14
benjamina	I	14
Ficus	O	14
binnendykii	O	14
Ficus	O	14
burkei	O	14
Ficus	B	14
carica	I	14
Ficus	O	14
cyathistipula	O	14
Ficus	O	14
drupacea	O	14
Ficus	O	14
elastica	O	14
Ficus	O	14
erecta	O	14
Ficus	B	14
lyrata	I	14
Ficus	O	14
macrophylla	O	14
Ficus	O	14
microcarpa	O	14
Ficus	O	14
natalensis	O	14
Ficus	O	14
obscura	O	14
Ficus	O	14
palmeri	O	14
Ficus	O	14
religiosa	O	14
Ficus	O	14
rubiginosa	O	14
Ficus	O	14
superba	O	14
Ficus	O	14
sycomorus	O	14
Firmiana	O	14
simplex	O	14
Fortunella	O	14
margarita	O	14
Fraxinus	O	14
angustifolia	O	14
Fraxinus	O	14
excelsior	O	14
Fraxinus	O	14
ornus	O	14
Gesnouinia	B	14
arborea	I	14
Ginkgo	O	14
biloba	O	14
Gleditsia	O	14
sinensis	O	14
Gleditsia	O	14
triacanthos	O	14
Grevillea	B	14
robusta	I	14
Gymnocladus	O	14
dioica	O	14
Hamelia	O	14
patens	O	14
Heteromorpha	O	14
arborescens	O	14
Hibiscus	O	14
arnottianus	O	14
Hibiscus	O	14
indicus	O	14
Hibiscus	O	14
mutabilis	O	14
Hibiscus	B	14
syriacus	I	14
Hibiscus	O	14
tiliaceus	O	14
Hoheria	O	14
sextylosa	O	14
Hovenia	O	14
dulcis	O	14
Howea	B	14
forsteriana	I	14
Hura	B	14
crepitans	I	14
Hyophorbe	O	14
lagenicaulis	O	14
Hyophorbe	O	14
verschaffeltii	O	14
Ilex	B	14
aquifolium	I	14
Ilex	B	14
canariensis	I	14
Ilex	O	14
cassine	O	14
Ilex	O	14
kingiana	O	14
Ilex	O	14
pernyi	O	14
Jacaranda	B	14
mimosifolia	I	14
Jubaea	O	14
chilensis	O	14
Juglans	O	14
cinerea	O	14
Juglans	O	14
nigra	O	14
Juglans	B	14
regia	I	14
Juniperus	B	14
cedrus	I	14
Juniperus	O	14
oxycedrus	O	14
Juniperus	O	14
virginiana	O	14
Kigelia	O	14
africana	O	14
Koelreuteria	O	14
bipinnata	O	14
Koelreuteria	O	14
paniculata	O	14
Laburnum	O	14
anagyroides	O	14
Lagerstroemia	O	14
indica	O	14
Lagunaria	O	14
patersonii	O	14
Larix	O	14
decidua	O	14
Latania	O	14
loddigesii	O	14
Latania	B	14
lontaroides	I	14
Latania	O	14
verschaffeltii	O	14
Laurus	O	14
nobilis	O	14
Leucaena	B	14
leucocephala	I	14
Licuala	B	14
grandis	I	14
Licuala	B	14
spinosa	I	14
Ligustrum	O	14
lucidum	O	14
Liquidambar	O	14
styraciflua	O	14
Liriodendron	O	14
tulipifera	O	14
Litchi	O	14
chinensis	O	14
Livistona	O	14
australis	O	14
Livistona	O	14
chinensis	O	14
Livistona	B	14
decipiens	I	14
Lytocaryum	O	14
weddelianum	O	14
Macadamia	B	14
integrifolia	I	14
Maclura	O	14
pomifera	O	14
Magnolia	O	14
denudata	O	14
Magnolia	O	14
grandiflora	O	14
Magnolia	O	14
x	O	14
loebneri	O	14
Magnolia	O	14
x	O	14
soulangiana	O	14
Malus	O	14
floribunda	O	14
Malus	O	14
fusca	O	14
Malus	O	14
pumila	O	14
Mammea	B	14
americana	I	14
Mangifera	B	14
indica	I	14
Manihot	O	14
palmata	O	14
Manilkara	B	14
zapota	I	14
Markhamia	O	14
lutea	O	14
Maytenus	B	14
canariensis	I	14
Melaleuca	O	14
armillaris	O	14
Melaleuca	O	14
ericifolia	O	14
Melia	O	14
azederach	O	14
Meryta	O	14
denhamii	O	14
Mespilus	O	14
germanica	O	14
Metrosideros	O	14
excelsa	O	14
Michelia	O	14
doltsopa	O	14
Michelia	O	14
figo	O	14
Morinda	B	14
citrifolia	I	14
Morus	O	14
alba	O	14
Murraya	B	14
paniculata	I	14
Myoporum	O	14
acuminatum	O	14
Myrica	O	14
cerifera	O	14
Myrica	B	14
faya	I	14
Nannorrhops	O	14
ritchiana	O	14
Neodypsis	O	14
decaryi	O	14
Nicotiana	B	14
glauca	I	14
Nuxia	O	14
floribunda	O	14
Nyssa	O	14
sylvatica	O	14
Ocotea	B	14
foetens	I	14
Olea	O	14
europaea	O	14
Oreopanax	O	14
capitatus	O	14
Oreopanax	O	14
nymphaeifolius	O	14
Osmanthus	O	14
armatus	O	14
Osmanthus	O	14
fragrans	O	14
Osmanthus	O	14
heterophyllus	O	14
Ostrya	O	14
carpinifolia	O	14
Pachira	B	14
aquatica	I	14
Pachira	O	14
insignis	O	14
Paliurus	O	14
spina-christi	O	14
Pandanus	O	14
utilis	O	14
Parkia	O	14
javanica	O	14
Parkinsonia	B	14
aculeata	I	14
Parrotia	O	14
persica	O	14
Parrotiopsis	O	14
jacquemontiana	O	14
Paulownia	O	14
tomentosa	O	14
Persea	B	14
americana	I	14
Persea	B	14
indica	I	14
Peumus	O	14
boldus	O	14
Phellodendron	O	14
amurense	O	14
Phillyrea	O	14
angustifolia	O	14
Phoenix	B	14
canariensis	I	14
Phoenix	B	14
dactylifera	I	14
Phoenix	B	14
reclinata	I	14
Phoenix	B	14
roebelenii	I	14
Photinia	O	14
serrulata	O	14
Phytelephas	O	14
macrocarpa	O	14
Phytolacca	O	14
dioica	O	14
Picea	O	14
glauca	O	14
Picea	O	14
pungens	O	14
Picea	O	14
smithiana	O	14
Pinanga	O	14
coronata	O	14
Pinanga	O	14
kuhlii	O	14
Pinus	O	14
brutia	O	14
Pinus	B	14
canariensis	I	14
Pinus	O	14
halepensis	O	14
Pinus	O	14
nigra	O	14
Pinus	O	14
pinaster	O	14
Pinus	O	14
pinea	O	14
Pinus	B	14
sylvestris	I	14
Pinus	O	14
wallichiana	O	14
Pistacia	O	14
lentiscus	O	14
Pistacia	O	14
terebinthus	O	14
Pistacia	O	14
vera	O	14
Pithecellobium	O	14
tortum	O	14
Pittosporum	O	14
ferrugineum	O	14
Pittosporum	O	14
phillyraeoides	O	14
Pittosporum	O	14
tobira	O	14
Pittosporum	O	14
undulatum	O	14
Platanus	O	14
hispanica	O	14
Platycarya	O	14
strobilacea	O	14
Platycladus	O	14
orientalis	O	14
Plumeria	B	14
rubra	I	14
Podocarpus	O	14
neriifolius	O	14
Poncirus	O	14
trifoliata	O	14
Populus	B	14
alba	I	14
Populus	O	14
deltoides	O	14
Populus	O	14
nigra	O	14
Populus	O	14
simonii	O	14
Populus	O	14
tremula	O	14
Populus	O	14
x	O	14
canadensis	O	14
Populus	O	14
x	O	14
canescens	O	14
Pouteria	B	14
campechiana	I	14
Pritchardia	B	14
hillebrandii	I	14
Pritchardia	O	14
pacifica	O	14
Prosopis	O	14
chilensis	O	14
Prosopis	O	14
tamarugo	O	14
Prunus	B	14
avium	I	14
Prunus	O	14
cerasifera	O	14
Prunus	B	14
cerasus	I	14
Prunus	B	14
domestica	I	14
Prunus	B	14
dulcis	I	14
Prunus	O	14
laurocerasus	O	14
Prunus	B	14
lusitanica	I	14
Prunus	O	14
persica	O	14
Prunus	O	14
serrulata	O	14
Prunus	O	14
spinosa	O	14
Prunus	O	14
triloba	O	14
Pseudocydonia	O	14
sinensis	O	14
Pseudotsuga	O	14
menziesii	O	14
Psidium	B	14
guajava	I	14
Pterocarya	O	14
fraxinifolia	O	14
Pterostyrax	O	14
hispida	O	14
Ptychosperma	B	14
elegans	I	14
Ptychosperma	O	14
macarthurii	O	14
Punica	B	14
granatum	I	14
Pyrus	B	14
communis	I	14
Pyrus	O	14
pyrifolia	O	14
Pyrus	O	14
salicifolia	O	14
Quercus	O	14
canariensis	O	14
Quercus	O	14
cerrioides	O	14
Quercus	O	14
cerris	O	14
Quercus	O	14
coccifera	O	14
Quercus	O	14
faginea	O	14
Quercus	O	14
humilis	O	14
Quercus	B	14
ilex	I	14
Quercus	O	14
polymorpha	O	14
Quercus	O	14
robur	O	14
Quercus	O	14
suber	O	14
Quercus	O	14
virginiana	O	14
Quillaja	O	14
saponaria	O	14
Radermachera	O	14
sinica	O	14
Raphia	O	14
australis	O	14
Raphiolepis	O	14
umbellata	O	14
Ravenea	B	14
rivularis	I	14
Rhamnus	O	14
alaternus	O	14
Rhamnus	O	14
dahuricus	O	14
Rhapis	B	14
excelsa	I	14
Rhapis	O	14
humilis	O	14
Rhododendron	O	14
augustinii	O	14
Rhopalostylis	B	14
sapida	I	14
Rhus	O	14
succedanea	O	14
Rhus	O	14
sylvestris	O	14
Rhus	O	14
typhina	O	14
Ricinus	B	14
communis	I	14
Robinia	O	14
pseudoacacia	O	14
Roystonea	O	14
borinquena	O	14
Roystonea	B	14
oleracea	I	14
Roystonea	B	14
regia	I	14
Sabal	O	14
bermudana	O	14
Sabal	O	14
etonia	O	14
Sabal	O	14
minor	O	14
Sabal	O	14
palmetto	O	14
Sabal	O	14
umbraculifera	O	14
Salix	O	14
babylonica	O	14
Salix	O	14
matsudana	O	14
Samanea	B	14
saman	I	14
Sambucus	O	14
nigra	O	14
Sassafras	O	14
albidum	O	14
Schefflera	B	14
actinophylla	I	14
Schinus	O	14
lentiscifolius	O	14
Schinus	B	14
molle	I	14
Schinus	O	14
polygamus	O	14
Schinus	O	14
terebinthifolius	O	14
Sciadopitys	O	14
verticillata	O	14
Sequoiadendron	O	14
giganteum	O	14
Serenoa	O	14
repens	O	14
Sesbania	O	14
punicea	O	14
Synadenium	O	14
grantii	O	14
Sophora	O	14
japonica	O	14
Sophora	O	14
tomentosa	O	14
Sorbus	B	14
aria	I	14
Sorbus	B	14
aucuparia	I	14
Sorbus	O	14
domestica	O	14
Sorbus	O	14
hupehensis	O	14
Spathodea	O	14
campanulata	O	14
Stenocarpus	O	14
sinuatus	O	14
Sterculia	O	14
foetida	O	14
Stranvaesia	O	14
davidiana	O	14
Stranvaesia	O	14
nussia	O	14
Syagrus	B	14
romanzoffiana	I	14
Syagrus	O	14
schizophylla	O	14
Sycopsis	O	14
sinensis	O	14
Syringa	O	14
vulgaris	O	14
Syzygium	B	14
jambos	I	14
Tabebuia	O	14
heptaphylla	O	14
Tabebuia	B	14
rosea	I	14
Taiwania	O	14
cryptomerioides	O	14
Tamarindus	B	14
indica	I	14
Tamarix	O	14
africana	O	14
Tamarix	O	14
boveana	O	14
Tamarix	O	14
chinensis	O	14
Tamarix	O	14
gallica	O	14
Tamarix	O	14
parviflora	O	14
Tamarix	O	14
ramosissima	O	14
Taxodium	O	14
distichum	O	14
Taxodium	O	14
mucronatum	O	14
Taxus	B	14
baccata	I	14
Tecoma	O	14
garrocha	O	14
Tecoma	O	14
x	O	14
smithii	O	14
Tecoma	B	14
stans	I	14
Terminalia	O	14
catappa	O	14
Tetraclinis	O	14
articulata	O	14
Tetrapanax	O	14
papyriferum	O	14
Thespesia	O	14
populnea	O	14
Thevetia	O	14
peruviana	O	14
Thrinax	B	14
radiata	I	14
Tilia	O	14
cordata	O	14
Tilia	O	14
dasystyla	O	14
Tilia	O	14
henryana	O	14
Tilia	O	14
oliveri	O	14
Tilia	O	14
platyphyllos	O	14
Tilia	O	14
tomentosa	O	14
Tipuana	O	14
tipu	O	14
Trachycarpus	B	14
fortunei	I	14
Trachycarpus	O	14
martianus	O	14
Trema	O	14
orientalis	O	14
Trithrinax	O	14
brasiliensis	O	14
Trithrinax	O	14
campestris	O	14
Ulmus	O	14
americana	O	14
Ulmus	O	14
glabra	O	14
Ulmus	O	14
minor	O	14
Ulmus	O	14
pumila	O	14
Umbellularia	O	14
californica	O	14
Ungnadia	O	14
speciosa	O	14
Veitchia	O	14
joannis	O	14
Veitchia	B	14
merrillii	I	14
Visnea	B	14
mocanera	I	14
Washingtonia	O	14
filifera	O	14
Washingtonia	B	14
robusta	I	14
Wodyetia	B	14
bifurcata	I	14
Zanthoxylum	O	14
alatum	O	14
Zanthoxylum	O	14
americanum	O	14
Zelkova	O	14
carpinifolia	O	14
Zelkova	O	14
schneiderana	O	14
Zelkova	O	14
serrata	O	14
Ziziphus	O	14
jujuba	O	14
ACACIA	B	14
CYCLOPS	I	14
A	O	14
Nombre	O	15
común:	O	15
Higuera	B	15
abigarrada	I	15
Mosaic	O	15
fig,	O	15
Clown	O	15
fig	O	15
Lugar	O	15
de	O	15
origen:	O	15
Islas	O	15
Nuevas	O	15
Hébridas	O	15
Datos	O	16
de	O	16
cultivo:	O	16
Se	O	16
multiplica	O	16
por	O	16
semillas	O	16
que,	O	16
debido	O	16
a	O	16
sus	O	16
cubiertas	O	16
impermeables,	O	16
deben	O	16
ser	O	16
tratadas	O	16
con	O	16
agua	O	16
caliente	O	16
o	O	16
ácido	O	16
sulfúrico	O	16
antes	O	16
de	O	16
su	O	16
siembra	O	16
ex	O	17
Becc	B	17
Familia:	O	18
Cupressaceae	O	18
Sinónimos:	O	18
Cupressus	O	18
leylandii	O	18
Dallim	B	18
Las	O	19
dos	O	19
especies	O	19
más	O	19
hibridadas	O	19
son	O	19
Hibiscus	B	19
rosa-sinensis,	I	19
muy	O	19
utilizada	O	19
en	O	19
climas	O	19
tropicales	O	19
y	O	19
subtropicales	O	19
e	O	19
Hibiscus	B	19
syriacus,	I	19
llamada	O	19
popularmente	O	19
"""Rosa"	O	19
de	O	19
"Siria"","	O	19
más	O	19
utilizada	O	19
en	O	19
climas	O	19
templados	O	19
y	O	19
fríos	O	19
Zona	O	20
7	O	20
CUPRESSUS	B	20
ARIZONICA	I	20
Greene	I	20
Familia:	O	20
Cupressaceae	O	20
Nombre	O	20
común:	O	20
Ciprés	O	20
de	O	20
Arizona	O	20
Resistente	O	21
a	O	21
los	O	21
vientos	O	21
salinos,	O	21
por	O	21
lo	O	21
que	O	21
se	O	21
planta	O	21
mucho	O	21
en	O	21
zonas	O	21
costeras	O	21
Familia:	O	22
Moraceae	O	22
Nombre	O	22
común:	O	22
Higuera	B	22
sagrada	I	22
Sacred	O	22
fig	O	22
Lugar	O	22
de	O	22
origen:	O	22
India,	O	22
sur	O	22
de	O	22
Asia	O	22
Familia:	O	23
Rosaceae	O	23
Sinónimos:	B	23
Photinia	I	23
japonica	I	23
Thunb	O	23
Especie	O	24
rústica	O	24
y	O	24
resistente	O	24
al	O	24
frío,	O	24
la	O	24
sequía	O	24
y	O	24
la	O	24
pobreza	O	24
de	O	24
suelos	O	24
Hojas	O	25
bipinnadas	O	25
con	O	25
4-7	O	25
pares	O	25
de	O	25
pinnas	O	25
de	O	25
10-17	O	25
pares	O	25
de	O	25
folíolos	O	25
de	O	25
5-7	O	25
mm	O	25
de	O	25
longitud	O	25
Etimología:	O	26
Prunus,	O	26
nombre	O	26
latino	O	26
del	O	26
ciruelo	B	26
silvestre	I	26
Hojas	O	27
romboidales	O	27
u	O	27
ovadoromboidales,	O	27
de	O	27
4-6	O	27
cm	O	27
Zona	O	28
8	O	28
SAMANEA	B	28
SAMAN	I	28
(Jacq	O	28
Phoenix	B	29
roebelenii	I	29
O'Brien	O	29
(Palmera	O	29
de	O	29
Roebelen)	O	29
Phoenix	B	29
canariensis	I	29
Chabaud	O	29
(Palmera	O	29
Canaria)	O	29
Phoenix	B	29
dactylifera	I	29
L	O	29
Datos	O	30
de	O	30
cultivo:	O	30
Se	O	30
multiplica	O	30
por	O	30
semillas,	O	30
que	O	30
deben	O	30
estratificarse	O	30
antes	O	30
de	O	30
la	O	30
siembra	O	30
durante	O	30
15-20	O	30
días	O	30
Corteza	O	31
lisa,	O	31
con	O	31
ampollas	O	31
de	O	31
resina,	O	31
tornándose	O	31
agrietada	O	31
irregularmente	O	31
con	O	31
la	O	31
edad	O	31
Zona	O	32
7	O	32
RHUS	O	32
TYPHINA	B	32
L	I	32
Flores	O	33
masculinas	O	33
en	O	33
amentos	O	33
precoces,	O	33
colgantes,	O	33
visibles	O	33
durante	O	33
todo	O	33
el	O	33
invierno,	O	33
de	O	33
color	O	33
marrón	O	33
purpúreo	O	33
Familia:	I	34
Arecaceae	O	34
(Palmae)	O	34
Nombre	O	34
común:	O	34
Palmera	O	34
del	O	34
aceite	O	34
Zona	O	35
10	O	35
OSMANTHUS	O	35
ARMATUS	O	35
Diels	O	35
Familia:	O	35
Oleaceae	O	35
Nombre	O	35
común:	O	35
Osmanto	B	35
chino	I	35
Chinese	O	35
osmanthus	O	35
Lugar	O	35
de	O	35
origen:	O	35
China	O	35
Etimología:	O	35
Osmanthus,	O	35
del	O	35
griego	O	35
osme	O	35
=	O	35
fragancia	O	35
u	O	35
olor	O	35
y	O	35
anthos	O	35
=	O	35
flor,	O	35
aludiendo	O	35
a	O	35
la	O	35
fragancia	O	35
de	O	35
sus	O	35
flores	O	35
Muy	O	36
difundido	O	36
como	O	36
ornamental	O	36
,	B	37
Araucaria	B	37
excelsa	I	37
(Lamb	B	37
Jacaranda	B	38
mimosifolia	I	38
Tabebuia	O	38
pallida	O	38
Spathodea	O	38
campanulata	O	38
Markhamia	O	38
lutea	O	38
Catalpa	O	38
bignonioides	O	38
es	O	38
un	O	38
árbol	O	38
de	O	38
8-10	O	38
m	O	38
de	O	38
altura	O	38
en	O	38
nuestro	O	38
país,	O	38
nativo	O	38
del	O	38
sur	O	38
de	O	38
Estados	O	38
Unidos	O	38
Familia:	I	39
Arecaceae	O	39
(Palmae)	O	39
Nombre	O	39
común:	O	39
Palmera	O	39
de	O	39
Bismarck	O	39
Datos	O	40
de	O	40
cultivo:	O	40
Es	O	40
planta	O	40
productora	O	40
de	O	40
taninos	O	40
y	O	40
de	O	40
la	O	40
que	O	40
se	O	40
obtienen	O	40
tintes	O	40
Zona	O	41
7	O	41
MAGNOLIA	O	41
X	O	41
LOEBNERI	O	41
Kache	O	41
Familia:	O	41
Magnoliaceae	O	41
Sinónimos:	O	41
Magnolia	O	41
kobus	O	41
var	B	41
Callistemon	O	42
viminalis	O	42
Celtis	B	42
australis	I	42
Ceratonia	B	42
siliqua	I	42
Citrus	B	42
aurantium	I	42
Crataegus	O	42
azarolus	O	42
Cyphomandra	B	42
betacea	I	42
Firmiana	O	42
simplex	O	42
LAS	O	42
SEMILLAS	O	42
DE	O	42
LOS	O	42
ARBOLES	O	42
2	O	42
Fraxinus	O	42
excelsior	O	42
Jacaranda	B	42
mimosifolia	I	42
Koelreuteria	O	42
paniculata	O	42
Parkinsonia	B	42
aculeata	I	42
Platanus	O	42
hispanica	O	42
Tilia	O	42
platyphyllos	O	42
Tetraclinis	O	42
articulata	O	42
Coccoloba	B	42
uvifera	I	42
Ailanthus	O	42
altissima	O	42
Cupressus	O	42
arizonica	O	42
LAS	O	42
SEMILLAS	O	42
DE	O	42
LOS	O	42
ARBOLES	O	42
3	O	42
Feijoa	O	42
sellowiana	O	42
Leucaena	B	42
leucocephala	I	42
Platycladus	O	42
